,max_len
boydwoo_str_m7_Zn_o2_o8_bcu_sym_125,18.165442945626072
ZEKCEA_FSR,9.463690710561696
gmof_AlO6-irmof20_A_No17,9.19983629923311
gmof_Zn4O13-irmof20_A-irmof6_A_No311,9.189827858476729
boydwoo_str_m7_Zn_o20_o25_bcu_sym_176,14.431831012986724
QAKDAH_FSR,12.09176170482236
boydwoo_str_m3_o1_o17_pcu_sym_149,11.679660490892717
VAPROW_FSR,14.414665644372693
tobacco_srsb_sym_3_mc_0_sym_3_on_0_L_2,11.040091668815
core_COJHIT_freeONLY,10.199950094995017
boydwoo_str_m7_Zn_o8_o25_bcu_sym_20,16.61308687617004
LEQCOB_FSR,10.423804999057099
XOLZUT_FSR,9.779947159331584
gmof_Uio66Zr-irmof20_A-irmof8_A_No278,9.79483476846693
gmof_Zn4O13-BDC_A-irmof20_A_No158,9.173927801620668
IPINUS_FSR,12.37080771406157
IKATIZ_FSR,13.945108093778348
FOXZAU_FSR,9.179675221192706
gmof_Zn2O8N2-irmof12_A-irmof7_A_No1,11.633330712482133
tobacco_bor_sym_3_mc_0_sym_4_on_6_L_14,14.944721925497744
WEWLOB_FSR,9.77994751891427
boydwoo_str_m7_Zn_o10_o22_bcu_sym_31,9.643819870083256
DUKXOY_FSR,6.351727150769054
gmof_AlO6-irmof20_A_No8,9.263862684048659
gmof_Zn4O13-BDC_A-irmof20_A_No530,9.267819700183239
boydwoo_str_m7_Zn_o4_o12_bcu_sym_46,10.329832737830754
boydwoo_str_m7_Zn_o8_o25_bcu_sym_19,16.0065834142936
boydwoo_str_m7_Zn_o23_o25_bcu_sym_82,15.270561101490532
gmof_Uio66Zr-irmof20_A-irmof8_A_No166,9.998929892178765
boydwoo_str_m7_Zn_o11_o22_bcu_sym_88,9.619955878343097
boydwoo_str_m3_o2_o10_pcu_sym_9,11.754086222837806
SETCUQ_FSR,7.49584651059765
COMZAH_FSR,14.059557746561241
gmof_Uio66Zr-irmof20_A-irmof8_A_No10,9.877648940001059
gmof_AlO6-irmof20_A_No4,9.17904320011592
tobacco_bor_sym_3_mc_0_sym_4_on_6_L_2,11.613899292846181
VEXPAS_FSR,21.717287711600278
IPINEC_FSR,13.053917578413834
JUZGOC_FSR,11.303609048829156
UGEMUQ_FSR,8.684157773333467
LUNGEJ01_FSR,10.18502901292091
POKFOL_FSR,9.157303295310689
boydwoo_str_m1_o9_o24_pcu_sym_87,13.529462277027374
core_VAHQAY_freeONLY,9.684372475912566
boydwoo_str_m7_Zn_o12_o24_bcu_sym_38,10.652724526530315
gmof_AlO6-irmof20_A_No13,9.26358723745963
VEPJAD_FSR,8.669620737184623
TAYJAH_FSR,10.304149528894287
