,T_P proba
EBOCOQ_FSR,0.0
CYPYCU10_FSR,0.0
DUTLAH_FSR,0.0
gmof_Zn4O13-irmof20_A-irmof6_A_No109,0.0
ZIGFEC_FSR,0.16156220099248458
QUPZIM_FSR,0.0
boydwoo_str_m7_Zn_o4_o13_bcu_sym_179,0.0
gmof_Zn4O13-irmof20_A-irmof6_A_No2,0.0
QANBAJ_FSR,0.0
core_BIBXUH_freeONLY,0.0
OGIHAO_FSR,0.0
IDUCOA01_FSR,0.0
boydwoo_str_m7_Zn_o6_o25_bcu_sym_104,0.0
core_CUNWEO_freeONLY,0.0
UKUCAF_FSR,0.0
boydwoo_str_m7_Zn_o11_o11_bcu_sym_71,0.1603436141217763
CIDDIE_FSR,0.0
boydwoo_str_m7_o12_o24_bcu_sym_7,0.0
boydwoo_str_m7_Zn_o8_o25_bcu_sym_88,0.0
WADDOX_FSR,0.0
EQUWIW_FSR,0.0
gmof_Zn4O13-BDC_A-irmof20_A_No2,0.0
boydwoo_str_m3_o1_o25_pcu_sym_199,0.0
SUJREV_FSR,0.0
GETWEJ_FSR,0.0
XINVEY_FSR,0.0
REHPUR_FSR,0.0
gmof_Uio66Zr-irmof8_A-imd_No16,0.0
boydwoo_str_m3_o40_o41_fof_sym_11,0.0
boydwoo_str_m7_Zn_o8_o17_bcu_sym_102,0.0
boydwoo_str_m7_Zn_o20_o23_bcu_sym_23,0.0
QOTDUZ_FSR,0.0
gmof_AlO6-irmof20_A_No10,0.0
AQOWIN_FSR,0.0
core_OTUXUX_freeONLY,0.0
boydwoo_str_m7_Zn_o25_o25_bcu_sym_261,0.0
YEKNOT_FSR,0.0
ERIHET_FSR,0.0
boydwoo_str_m7_Zn_o4_o22_bcu_sym_25,0.0
RUVYIR_FSR,0.0
boydwoo_str_m7_Zn_o13_o17_bcu_sym_119,0.0
gmof_Al2O6-BDC_B-irmof20_B_No102,0.0
EGUNUR_FSR,0.0
boydwoo_str_m7_o9_o24_bcu_sym_33,0.0
IKAVEX_FSR,0.0
core_EWESAC_freeONLY,0.0
gmof_Al2O6-DPAC_B-irmof20_B_No162,0.0
FEQSIF_FSR,0.0
gmof_Uio66Zr-irmof8_A_No17,0.0
CUQXUJ_FSR,0.0
boydwoo_str_m3_o25_o28_pcu_sym_173,0.0
TUYPEK_FSR,0.0
TITBIJ_FSR,0.0
NIXDIH_FSR,0.0
boydwoo_str_m7_Zn_o6_o25_bcu_sym_60,0.0
UHOMEL_FSR,0.0
QIVYUR_FSR,0.0
boydwoo_str_m7_Zn_o11_o22_bcu_sym_10,0.0
boydwoo_str_m3_o41_o41_fof_sym_33,0.0
DOTFOK_FSR,0.0
YIRXOP_FSR,0.15747385820844348
BUVPIT_FSR,0.0
gmof_Al2O6-DPAC_B-irmof20_B_No352,0.0
VAKDIX_FSR,0.0
KEXDUN_FSR,0.0
AYIWOV01_FSR,0.0
GIRDUI_FSR,0.0
boydwoo_str_m7_Zn_o4_o13_bcu_sym_21,0.0
IQAGEN_FSR,0.0
gmof_Al2O6-DPAC_B-irmof20_B_No112,0.0
core_ECAHAT_freeONLY,0.0
boydwoo_str_m7_Zn_o25_o25_bcu_sym_112,0.0
HEFNUD_FSR,0.0
boydwoo_str_m4_Al_o2_o25_acs_sym_228,0.0
BUWWOH_FSR,0.0
boydwoo_str_m3_o16_o24_pcu_sym_8,0.0
core_JODFOZ_freeONLY,0.02985153356816441
OKUTIY_FSR,0.0
boydwoo_str_m7_Zn_o6_o25_bcu_sym_99,0.0
PUHRUG_FSR,0.0
POPVIC_FSR,0.03427793957326568
WOLLUF_FSR,0.0
boydwoo_str_m7_o4_o13_bcu_sym_92,0.0
DUYVEA_FSR,0.0
DISYOU01_FSR,0.15015213213519393
OVIDAZ_FSR,0.0
boydwoo_str_m7_Zn_o4_o9_bcu_sym_7,0.0
GOVYOH_FSR,0.0
gmof_Al2O6-irmof12_B-irmof20_B_No4,0.0
boydwoo_str_m7_Zn_o11_o24_bcu_sym_157,0.0
LUXBAI_FSR,0.19491241840525897
FURKAG_FSR,0.0
TENLAC_FSR,0.0
core_KASPOL_freeONLY,0.0
gmof_AlO6-irmof20_A_No16,0.0
boydwoo_str_m4_Al_o17_o25_acs_sym_89,0.0
boydwoo_str_m7_Zn_o12_o24_bcu_sym_173,0.0
boydwoo_str_m5_Al_o13_o24_sra_sym_2,0.0
MEQPUW_FSR,0.0
gmof_Zn4O13-irmof20_A-irmof6_A_No31,0.0
gmof_Zn4O13-BDC_A-irmof20_A_No134,0.0
WUWYUI_FSR,0.0
boydwoo_str_m7_Zn_o1_o22_bcu_sym_30,0.0
tobacco_bor_sym_3_mc_0_sym_4_on_6_L_12,0.0
gmof_AlO6-mof177-N_No33,0.0
gmof_Zn4O13-irmof20_A-irmof6_A_No116,0.0
boydwoo_str_m7_Zn_o4_o13_bcu_sym_124,0.0
VEPJUX_FSR,0.0
EVOMEH_FSR,0.0
gmof_Uio66Zr-irmof20_A-irmof8_A_No228,0.0
gmof_Al2O6-DPAC_B-irmof20_B_No135,0.0
boydwoo_str_m4_Al_o20_o25_acs_sym_132,0.0
NAZBAT_FSR,0.0
boydwoo_str_m7_Zn_o8_o17_bcu_sym_77,0.0
boydwoo_str_m7_Zn_o6_o20_bcu_sym_87,0.0
boydwoo_str_m5_Al_o18_o23_sra_sym_1,0.0
AXOVEP_FSR,0.0
gmof_Zn4O13-irmof20_A-irmof6_A_No3,0.0
tobacco_SR_scu_v1-8c_Zr_1_Ch_v2-4c_B_Ch_1B_4CN_Ch_2x2x2,0.0
LOSGAD_FSR,0.0
SEFKUM_FSR,0.0
FUZWIH_FSR,0.0
UBEXEE_FSR,0.0
CUSTOA_FSR,0.0
WEFCER_FSR,0.0
boydwoo_str_m4_Al_o17_o25_acs_sym_18,0.0
YOSDOA_FSR,0.0
LELMOF_FSR,0.0
boydwoo_str_m7_Zn_o10_o24_bcu_sym_143,0.0
PIXHUB_FSR,0.02379571655206313
boydwoo_str_m7_Zn_o6_o25_bcu_sym_81,0.0
boydwoo_str_m7_Zn_o25_o26_bcu_sym_112,0.0
gmof_Al2O6-AZO_B-irmof20_B_No54,0.0
JOHLID_FSR,0.0
IYEXEP_FSR,0.0
boydwoo_str_m7_Zn_o20_o25_bcu_sym_155,0.0
gmof_Al2O6-DPAC_B-irmof20_B_No233,0.0
LATRIK_FSR,0.0
boydwoo_str_m7_Zn_o6_o20_bcu_sym_100,0.0
boydwoo_str_m7_Zn_o17_o26_bcu_sym_255,0.0
SISZIG_FSR,0.0
boydwoo_str_m7_Zn_o8_o25_bcu_sym_149,0.0
boydwoo_str_m7_Zn_o8_o25_bcu_sym_71,0.0
boydwoo_str_m7_Zn_o4_o22_bcu_sym_52,0.0
RABBUS_FSR,0.0
HUTWUQ_FSR,0.0
gmof_Al2O6-DPAC_B-irmof20_B_No253,0.0
core_HADLOQ01_freeONLY,0.0
gmof_AlO6-irmof20_A_No1,0.0
HOJJIB_FSR,0.0
